Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
   410.000,     2.159,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.428,   395.000,     0.000,     0.165,     0.587,     1.000,     1.002,     0.580,     0.579,     1.001,     2.526,     6.788,   656.541,     7.551,     8.754,     0.266,     0.016,     0.022,     0.005,     0.039, 31847.261, 15023.907,  1673.003,     1.097,   509.055,   240.146,    26.742,     0.018,     7.875,     1.428,     1.272,     0.003,    32.921,   528.916,    60.288,    34.416,     0.992,     1.840,     0.717,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   411.000,     3.691,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.394,   395.000,     0.000,     0.294,     0.690,     1.000,     1.002,     0.576,     0.575,     0.996,     2.520,     6.784,   660.018,     7.686,    15.554,     0.472,     0.029,     0.039,     0.008,     0.069, 32407.248, 15288.080,  1702.420,     1.116,   518.006,   244.369,    27.212,     0.018,     8.607,     1.694,     1.509,     0.004,    34.629,   529.019,    61.348,    35.022,     1.043,     1.841,     0.729,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   412.000,     5.399,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.505,   395.000,     0.000,     0.488,     0.778,     1.000,     1.002,     0.591,     0.588,     1.012,     2.537,     6.798,   669.389,     8.023,    25.802,     0.783,     0.048,     0.065,     0.014,     0.114, 33896.475, 15990.621,  1780.652,     1.168,   541.810,   255.598,    28.462,     0.019,    11.460,     2.394,     2.133,     0.005,    38.355,   530.236,    64.167,    36.631,     1.155,     1.845,     0.763,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   413.000,     8.857,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.877,   395.000,     0.000,     0.836,     0.829,     1.000,     1.002,     0.625,     0.619,     1.050,     2.577,     6.830,   683.524,     8.498,    32.764,     0.267,     0.019,     0.083,     0.017,     0.145, 36186.558, 17070.965,  1900.955,     1.247,   578.415,   272.867,    30.385,     0.020,    12.877,     2.745,     2.445,     0.006,    43.710,   532.206,    68.503,    39.106,     1.285,     1.852,     0.815,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   414.000,    11.294,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.261,   395.000,     0.000,     0.943,     0.854,     1.000,     1.002,     0.655,     0.647,     1.105,     2.637,     6.876,   697.824,     8.982,    34.227,     0.267,     0.019,     0.086,     0.018,     0.152, 38536.178, 18179.396,  2024.385,     1.327,   615.972,   290.584,    32.358,     0.021,    13.858,     2.899,     2.582,     0.006,    48.899,   534.329,    72.950,    41.645,     1.413,     1.859,     0.867,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   415.000,    13.558,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.256,   395.000,     0.000,     0.980,     0.868,     1.000,     1.002,     0.686,     0.675,     1.160,     2.697,     6.921,   689.796,     8.586,    35.714,     0.267,     0.019,     0.090,     0.019,     0.158, 37045.591, 17476.213,  1946.082,     1.276,   592.146,   279.344,    31.107,     0.020,    31.879,     5.946,     5.297,     0.013,    43.026,   536.607,    70.129,    40.034,     1.230,     1.867,     0.834,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   416.000,    13.271,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.543,   395.000,     0.000,     0.977,     0.852,     1.000,     1.002,     0.632,     0.626,     1.109,     2.643,     6.874,   682.319,     8.209,    33.091,     0.267,     0.019,     0.083,     0.017,     0.147, 35470.186, 16733.018,  1863.322,     1.222,   566.964,   267.465,    29.784,     0.020,    29.303,     5.653,     5.036,     0.012,    38.247,   538.593,    67.146,    38.332,     1.080,     1.874,     0.798,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   417.000,    10.974,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.153,   395.000,     0.000,     0.934,     0.808,     1.000,     1.002,     0.586,     0.585,     1.064,     2.595,     6.835,   675.438,     7.854,    30.945,     0.267,     0.019,     0.078,     0.016,     0.137, 33876.993, 15981.431,  1779.629,     1.167,   541.498,   255.451,    28.446,     0.019,    27.123,     5.376,     4.789,     0.012,    34.358,   540.340,    64.130,    36.610,     0.954,     1.880,     0.763,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   418.000,     8.144,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.325,   395.000,     0.000,     0.782,     0.674,     1.000,     1.002,     0.544,     0.551,     1.024,     2.553,     6.802,   681.140,     8.006,    28.791,     0.267,     0.019,     0.073,     0.015,     0.128, 34569.913, 16308.315,  1816.029,     1.191,   552.574,   260.676,    29.028,     0.019,    16.184,     3.390,     3.020,     0.007,    36.490,   541.848,    65.442,    37.359,     0.999,     1.885,     0.778,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   419.000,     5.112,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.292,   395.000,     0.000,     0.453,     0.519,     1.000,     1.002,     0.550,     0.567,     1.044,     2.574,     6.819,   682.697,     8.130,    23.972,     0.828,     0.049,     0.060,     0.013,     0.106, 34612.305, 16328.314,  1818.256,     1.192,   553.252,   260.996,    29.063,     0.019,    15.915,     3.218,     2.867,     0.007,    36.942,   542.828,    65.522,    37.405,     1.113,     1.889,     0.779,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   420.000,     3.180,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.145,   395.000,     0.000,     0.245,     0.560,     1.000,     1.002,     0.619,     0.614,     1.047,     2.577,     6.823,   675.935,     7.855,    12.982,     0.394,     0.024,     0.033,     0.007,     0.058, 33300.368, 15709.409,  1749.337,     1.147,   532.281,   251.103,    27.962,     0.018,    14.350,     2.732,     2.434,     0.006,    34.300,   542.610,    63.039,    35.987,     1.033,     1.888,     0.750,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   421.000,     2.343,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.540,   395.000,     0.000,     0.178,     0.568,     1.000,     1.002,     0.594,     0.591,     1.018,     2.545,     6.799,   674.209,     7.802,     9.423,     0.286,     0.018,     0.024,     0.005,     0.042, 33009.344, 15572.118,  1734.049,     1.137,   527.630,   248.909,    27.717,     0.018,     8.163,     1.493,     1.330,     0.003,    34.043,   542.006,    62.488,    35.672,     1.025,     1.886,     0.743,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   422.000,     2.197,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.290,   395.000,     0.000,     0.168,     0.587,     1.000,     1.002,     0.590,     0.588,     1.014,     2.540,     6.796,   672.125,     7.737,     8.889,     0.270,     0.017,     0.022,     0.005,     0.039, 32662.932, 15408.699,  1715.852,     1.125,   522.093,   246.297,    27.427,     0.018,     8.055,     1.462,     1.302,     0.003,    33.648,   541.346,    61.832,    35.298,     1.013,     1.884,     0.735,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   423.000,     3.729,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.255,   395.000,     0.000,     0.298,     0.690,     1.000,     1.002,     0.586,     0.584,     1.008,     2.534,     6.792,   675.549,     7.870,    15.756,     0.478,     0.029,     0.040,     0.008,     0.070, 33212.080, 15667.759,  1744.699,     1.144,   530.870,   250.437,    27.888,     0.018,     8.791,     1.729,     1.540,     0.004,    35.351,   541.435,    62.872,    35.891,     1.065,     1.884,     0.748,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   424.000,     5.437,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.062,   395.000,     0.000,     0.492,     0.778,     0.609,     1.002,     0.601,     0.597,     1.024,     2.551,     6.806,   684.860,     8.204,    26.044,     0.790,     0.049,     0.066,     0.014,     0.116, 34687.741, 16363.900,  1822.219,     1.195,   554.458,   261.565,    29.127,     0.019,    11.677,     2.437,     2.171,     0.005,    39.068,   542.641,    65.665,    37.486,     1.177,     1.888,     0.781,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   425.000,     8.895,     0.267,     0.019,     0.060,     0.049,     1.463,   979.960,     0.759,   395.000,     0.000,     0.838,     0.829,     1.000,     1.002,     0.635,     0.628,     1.062,     2.591,     6.838,   699.103,     8.684,    33.219,     0.267,     0.019,     0.084,     0.017,     0.147, 36991.893, 17450.881,  1943.261,     1.274,   591.288,   278.939,    31.062,     0.020,    13.119,     2.796,     2.491,     0.006,    44.477,   544.623,    70.027,    39.976,     1.308,     1.895,     0.833,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   426.000,    11.332,     0.267,     0.019,     0.060,     0.049,     1.463,  1065.523,     0.409,   395.000,     0.000,     0.944,     0.854,     1.000,     1.002,     0.665,     0.656,     1.118,     2.652,     6.884,   713.509,     9.173,    34.690,     0.267,     0.019,     0.087,     0.018,     0.154, 39355.921, 18566.109,  2067.448,     1.356,   629.075,   296.765,    33.047,     0.022,    14.108,     2.951,     2.629,     0.006,    49.717,   546.759,    74.502,    42.531,     1.439,     1.902,     0.886,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
   427.000,    13.596,     0.267,     0.019,     0.060,     0.049,     1.463,  1123.948,     0.688,   395.000,     0.000,     0.980,     0.868,     1.000,     1.002,     0.696,     0.684,     1.173,     2.712,     6.930,   705.175,     8.764,    36.186,     0.267,     0.019,     0.091,     0.019,     0.160, 37800.603, 17832.389,  1985.744,     1.302,   604.214,   285.037,    31.741,     0.021,    32.437,     6.058,     5.397,     0.013,    43.716,   549.051,    71.558,    40.850,     1.253,     1.910,     0.851,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   428.000,    13.309,     0.267,     0.019,     0.060,     0.049,     1.463,  1060.860,     0.321,   395.000,     0.000,     0.978,     0.852,     1.000,     1.002,     0.643,     0.633,     1.121,     2.657,     6.882,   697.414,     8.377,    33.499,     0.267,     0.019,     0.084,     0.018,     0.149, 36162.588, 17059.658,  1899.696,     1.246,   578.032,   272.686,    30.365,     0.020,    29.796,     5.755,     5.127,     0.013,    38.832,   551.044,    68.457,    39.080,     1.102,     1.917,     0.814,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   429.000,    11.012,     0.267,     0.019,     0.060,     0.049,     1.463,   916.075,     0.609,   395.000,     0.000,     0.935,     0.808,     1.000,     1.002,     0.597,     0.592,     1.074,     2.607,     6.842,   690.270,     8.013,    31.300,     0.267,     0.019,     0.079,     0.016,     0.139, 34509.784, 16279.949,  1812.871,     1.189,   551.613,   260.223,    28.977,     0.019,    27.560,     5.468,     4.871,     0.012,    34.855,   552.792,    65.328,    37.294,     0.977,     1.923,     0.777,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
   430.000,     8.181,     0.267,     0.019,     0.060,     0.049,     1.463,   621.325,     0.124,   395.000,     0.000,     0.786,     0.674,     1.000,     1.002,     0.556,     0.557,     1.033,     2.563,     6.808,   696.159,     8.170,    29.415,     0.267,     0.019,     0.074,     0.015,     0.130, 35226.202, 16617.919,  1850.505,     1.213,   563.064,   265.625,    29.579,     0.019,    16.482,     3.457,     3.079,     0.008,    37.076,   554.331,    66.685,    38.068,     1.022,     1.929,     0.793,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   431.000,     5.150,     0.267,     0.019,     0.060,     0.049,     1.463,   406.020,     0.616,   395.000,     0.000,     0.458,     0.519,     1.000,     1.002,     0.562,     0.569,     1.054,     2.585,     6.826,   697.596,     8.283,    24.212,     0.830,     0.050,     0.061,     0.013,     0.107, 35242.998, 16625.842,  1851.388,     1.214,   563.333,   265.752,    29.593,     0.019,    16.173,     3.270,     2.913,     0.007,    37.495,   555.299,    66.716,    38.086,     1.129,     1.932,     0.793,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   432.000,     3.218,     0.267,     0.019,     0.060,     0.049,     1.463,   455.667,     0.227,   395.000,     0.000,     0.249,     0.560,     1.000,     1.002,     0.626,     0.621,     1.057,     2.588,     6.829,   690.682,     8.003,    13.162,     0.399,     0.025,     0.033,     0.007,     0.058, 33900.236, 15992.396,  1780.850,     1.168,   541.870,   255.626,    28.466,     0.019,    14.591,     2.779,     2.476,     0.006,    34.809,   555.063,    64.174,    36.635,     1.048,     1.931,     0.763,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
   433.000,     2.373,     0.267,     0.019,     0.060,     0.049,     1.463,   465.146,     0.266,   395.000,     0.000,     0.180,     0.568,     1.000,     1.002,     0.600,     0.597,     1.027,     2.556,     6.805,   688.882,     7.947,     9.536,     0.289,     0.018,     0.024,     0.005,     0.042, 33596.697, 15849.202,  1764.904,     1.157,   537.018,   253.338,    28.211,     0.018,     8.302,     1.518,     1.352,     0.003,    34.540,   554.435,    63.600,    36.307,     1.040,     1.929,     0.756,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   434.000,     2.227,     0.267,     0.019,     0.060,     0.049,     1.463,   490.043,     0.178,   395.000,     0.000,     0.170,     0.587,     1.000,     1.002,     0.597,     0.594,     1.023,     2.550,     6.802,   686.722,     7.880,     8.997,     0.273,     0.017,     0.023,     0.005,     0.040, 33237.679, 15679.835,  1746.044,     1.145,   531.279,   250.630,    27.909,     0.018,     8.191,     1.486,     1.324,     0.003,    34.133,   553.749,    62.920,    35.919,     1.028,     1.927,     0.748,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   435.000,     3.759,     0.267,     0.019,     0.060,     0.049,     1.463,   649.036,     0.547,   395.000,     0.000,     0.301,     0.690,     1.000,     1.002,     0.592,     0.590,     1.017,     2.544,     6.798,   690.116,     8.012,    15.917,     0.483,     0.030,     0.040,     0.008,     0.071, 33781.612, 15936.435,  1774.618,     1.164,   539.974,   254.732,    28.366,     0.019,     8.931,     1.755,     1.563,     0.004,    35.841,   553.817,    63.950,    36.507,     1.080,     1.927,     0.760,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
   436.000,     5.467,     0.267,     0.019,     0.060,     0.049,     1.463,   833.814,     0.548,   395.000,     0.000,     0.496,     0.778,     1.000,     1.002,     0.607,     0.603,     1.033,     2.560,     6.812,   699.391,     8.346,    26.236,     0.796,     0.049,     0.066,     0.014,     0.116, 35250.289, 16629.282,  1851.771,     1.214,   563.450,   265.807,    29.599,     0.019,    11.842,     2.468,     2.199,     0.005,    39.560,   555.007,    66.730,    38.094,     1.192,     1.931,     0.793,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
